productname,variationname,companyname,homeloantype,mintotalloanamount,maxlvr,minlvr,fixmonth,allowssplitloan,hasoffsetaccount,isfirsthomebuyersavailable,requiresfirsthomebuyers,hasowneroccupiedpurpose,hasinvestmentpurpose,hasprincipalandinterest,hasinterestonly,minloanterm,maxloanterm,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,isnewcustomer,labels
Premier Package Rocket Repay Home Loan (Interest Only),Premier Package Rocket Repay Home Loan (Interest Only) ($750k+),Westpac,VARIABLE,750000.0,80.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,False,False,True,False,0
Premier Package Rocket Repay Home Loan (Interest Only),Premier Package Rocket Repay Home Loan (Interest Only) ($500k-$750k),Westpac,VARIABLE,500000.0,80.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,False,False,True,False,0
Premier Package Rocket Investment Loan (Interest Only),Premier Package Rocket Investment Loan (Interest Only) ($750k+),Westpac,VARIABLE,750000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,False,False,True,False,4
Premier Package Rocket Investment Loan (Interest Only),Premier Package Rocket Investment Loan (Interest Only) ($150k-$250k),Westpac,VARIABLE,150000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,False,False,True,False,4
Flexi First Option Investment Loan (Interest Only),Flexi First Option Investment Loan (Interest Only),Westpac,VARIABLE,25000.0,80.0,0.0,nan,True,False,True,False,False,True,False,True,1,30,False,False,True,False,4
Rocket Repay Home Loan (Interest Only),Rocket Repay Home Loan (Interest Only),Westpac,VARIABLE,25000.0,80.0,0.0,nan,True,True,True,False,True,False,False,True,1,30,False,False,True,False,0
SMSF Investment Property Loan Fixed (Principal and Interest),SMSF Investment Property Loan Fixed (Principal and Interest) 7 Years,Westpac,FIXED,200000.0,70.0,0.0,84.0,True,False,False,False,False,True,True,False,1,30,True,True,True,False,5
SMSF Investment Property Loan Fixed (Principal and Interest),SMSF Investment Property Loan Fixed (Principal and Interest) 2 Years,Westpac,FIXED,200000.0,70.0,0.0,24.0,True,False,False,False,False,True,True,False,1,30,True,True,True,False,5
SMSF Investment Property Loan Fixed (Principal and Interest),SMSF Investment Property Loan Fixed (Principal and Interest) 9 Years,Westpac,FIXED,200000.0,70.0,0.0,108.0,True,False,False,False,False,True,True,False,1,30,True,True,True,False,5
SMSF Investment Property Loan Fixed (Principal and Interest),SMSF Investment Property Loan Fixed (Principal and Interest) 10 Years,Westpac,FIXED,200000.0,70.0,0.0,120.0,True,False,False,False,False,True,True,False,1,30,True,True,True,False,5
SMSF Investment Property Loan Fixed (Principal and Interest),SMSF Investment Property Loan Fixed (Principal and Interest) 4 Years,Westpac,FIXED,200000.0,70.0,0.0,48.0,True,False,False,False,False,True,True,False,1,30,True,True,True,False,5
Rocket Repay Home Loan (Principal and Interest),Rocket Repay Home Loan (Principal and Interest),Westpac,VARIABLE,25000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premier Package Rocket Repay Home Loan (Principal and Interest),Premier Package Rocket Repay Home Loan (Principal and Interest) ($750k+),Westpac,VARIABLE,750000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premier Package Rocket Repay Home Loan (Principal and Interest),Premier Package Rocket Repay Home Loan (Principal and Interest) ($150k-$250k),Westpac,VARIABLE,150000.0,95.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Premier Package Rocket Investment Loan (Principal and Interest),Premier Package Rocket Investment Loan (Principal and Interest) ($750k+),Westpac,VARIABLE,750000.0,90.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Premier Package Rocket Investment Loan (Principal and Interest),Premier Package Rocket Investment Loan (Principal and Interest) ($500k-$750k),Westpac,VARIABLE,500000.0,90.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Premier Package Fixed Rate Investment Loan (Principal and Interest),Premier Package Fixed Rate Investment Loan (Principal and Interest) 7 Years,Westpac,FIXED,150000.0,90.0,0.0,84.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premier Package Fixed Rate Investment Loan (Principal and Interest),Premier Package Fixed Rate Investment Loan (Principal and Interest) 9 Years,Westpac,FIXED,150000.0,90.0,0.0,108.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premier Package Fixed Rate Investment Loan (Principal and Interest),Premier Package Fixed Rate Investment Loan (Principal and Interest) 5 Years,Westpac,FIXED,150000.0,90.0,0.0,60.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premier Package Fixed Rate Investment Loan (Principal and Interest),Premier Package Fixed Rate Investment Loan (Principal and Interest) 2 Years,Westpac,FIXED,150000.0,90.0,0.0,24.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premier Package Fixed Rate Investment Loan (Principal and Interest),Premier Package Fixed Rate Investment Loan (Principal and Interest) 1 Year,Westpac,FIXED,150000.0,90.0,0.0,12.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Premier Package Fixed Options Home Loan (Principal and Interest),Premier Package Fixed Options Home Loan (Principal and Interest) 3 Years,Westpac,FIXED,150000.0,95.0,0.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Premier Package Fixed Options Home Loan (Principal and Interest),Premier Package Fixed Options Home Loan (Principal and Interest) 4 Years,Westpac,FIXED,150000.0,95.0,0.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Premier Package Equity Access,Premier Package Equity Access ($750k+),Westpac,VARIABLE,750000.0,80.0,0.0,nan,False,False,True,False,True,True,False,True,1,30,False,False,True,False,0
Premier Package Equity Access,Premier Package Equity Access ($500k-$750K),Westpac,VARIABLE,500000.0,80.0,0.0,nan,False,False,True,False,True,True,False,True,1,30,False,False,True,False,0
Flexi First Option Investment Loan (Principal and Interest) (New Customer),Flexi First Option Investment Loan (Principal and Interest) (New Customer),Westpac,VARIABLE,25000.0,80.0,0.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,True,1
Flexi First Option Home Loan (Principal and Interest) (New Customer),Flexi First Option Home Loan (Principal and Interest) (New Customer),Westpac,VARIABLE,25000.0,95.0,0.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,True,3
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan (Principal and Interest) 2 Years,Westpac,FIXED,15000.0,90.0,0.0,24.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan (Principal and Interest) 7 Years,Westpac,FIXED,15000.0,90.0,0.0,84.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan (Principal and Interest) 9 Years,Westpac,FIXED,15000.0,90.0,0.0,108.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan (Principal and Interest) 6 Years,Westpac,FIXED,15000.0,90.0,0.0,72.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Rate Investment Loan (Principal and Interest),Fixed Rate Investment Loan (Principal and Interest) 4 Years,Westpac,FIXED,15000.0,90.0,0.0,48.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Fixed Options Home Loan (Principal and Interest),Fixed Options Home Loan (Principal and Interest) 1 Year,Westpac,FIXED,15000.0,95.0,0.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Fixed Options Home Loan (Principal and Interest),Fixed Options Home Loan (Principal and Interest) 5 Years,Westpac,FIXED,15000.0,95.0,0.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Equity Access,Equity Access,Westpac,VARIABLE,25000.0,90.0,0.0,nan,False,False,True,False,True,True,False,True,1,30,True,True,True,False,0
Empower Package Investment Loan (Principal and Interest),Empower Package Investment Loan (Principal and Interest) (LVR 70%-80%),Yellow Brick Road,VARIABLE,100000.0,80.0,70.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Empower Package Investment Loan (Principal and Interest),Empower Package Investment Loan (Principal and Interest) (LVR < 70%),Yellow Brick Road,VARIABLE,100000.0,70.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Empower Package Investment Loan (Interest Only),Empower Package Investment Loan (Interest Only) (LVR < 70%),Yellow Brick Road,VARIABLE,750000.0,70.0,0.0,nan,True,True,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Package Home Loan (Principal and Interest),Empower Package Home Loan (Principal and Interest) (LVR 80%-90%),Yellow Brick Road,VARIABLE,100000.0,90.0,80.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Empower Package Home Loan (Principal and Interest),Empower Package Home Loan (Principal and Interest) (LVR < 70%) ,Yellow Brick Road,VARIABLE,100000.0,70.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Empower Package Home Loan (Interest Only),Empower Package Home Loan (Interest Only) (LVR 70%-80%),Yellow Brick Road,VARIABLE,100000.0,80.0,70.0,nan,True,True,True,False,True,False,False,True,1,30,False,True,True,False,0
Empower Line of Credit Investment Loan,"Empower Line of Credit Investment Loan ($100k-$750k, LVR < 80%)",Yellow Brick Road,VARIABLE,100000.0,80.0,0.0,nan,True,False,True,False,False,True,True,True,1,30,True,True,True,False,1
Empower Line of Credit Investment Loan,"Empower Line of Credit Investment Loan ($100k-$750k, LVR 80%-90%)",Yellow Brick Road,VARIABLE,100000.0,90.0,80.0,nan,True,False,True,False,False,True,True,True,1,30,True,True,True,False,1
Empower Line of Credit Home Loan,Empower Line of Credit Home Loan ($100k-$750k),Yellow Brick Road,VARIABLE,100000.0,80.0,0.0,nan,True,False,True,False,True,False,True,True,1,30,True,True,True,False,3
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR 80%-90%) 1 Year,Yellow Brick Road,FIXED,100000.0,90.0,80.0,12.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR 80%-90%) 4 Years,Yellow Brick Road,FIXED,100000.0,90.0,80.0,48.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR 70%-80%) 1 Year,Yellow Brick Road,FIXED,100000.0,80.0,70.0,12.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR 70%-80%) 3 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,36.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR 70%-80%) 5 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,60.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR < 70%) 2 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,24.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Principal and Interest),Empower Investment Loan Fixed (Principal and Interest) (LVR < 70%) 4 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,48.0,True,False,True,False,False,True,True,False,1,30,True,True,True,False,5
Empower Investment Loan Fixed (Interest Only),Empower Investment Loan Fixed (Interest Only) (LVR 70%-80%) 5 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,60.0,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Investment Loan Fixed (Interest Only),Empower Investment Loan Fixed (Interest Only) (LVR 70%-80%) 4 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,48.0,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Investment Loan Fixed (Interest Only),Empower Investment Loan Fixed (Interest Only) (LVR 70%-80%) 2 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,24.0,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Investment Loan Fixed (Interest Only),Empower Investment Loan Fixed (Interest Only) (LVR < 70%) 2 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,24.0,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Investment Loan Fixed (Interest Only),Empower Investment Loan Fixed (Interest Only) (LVR < 70%) 4 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,48.0,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Investment Loan (Principal and Interest),Empower Investment Loan (Principal and Interest) (LVR 80%-90%),Yellow Brick Road,VARIABLE,100000.0,90.0,80.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Empower Investment Loan (Principal and Interest),Empower Investment Loan (Principal and Interest) (LVR < 70%),Yellow Brick Road,VARIABLE,100000.0,70.0,0.0,nan,True,False,True,False,False,True,True,False,1,30,True,True,True,False,1
Empower Investment Loan (Interest Only),Empower Investment Loan (Interest Only) (LVR 70%-80%),Yellow Brick Road,VARIABLE,100000.0,80.0,70.0,nan,True,False,True,False,False,True,False,True,1,30,False,True,True,False,4
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR 70%-80%) 4 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR 70%-80%) 5 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR 80%-95%) 1 Year,Yellow Brick Road,FIXED,100000.0,95.0,80.0,12.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR 80%-95%) 3 Years,Yellow Brick Road,FIXED,100000.0,95.0,80.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR 80%-95%) 5 Years,Yellow Brick Road,FIXED,100000.0,95.0,80.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR < 70%) 2 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,24.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Principal and Interest),Empower Home Loan Fixed (Principal and Interest) (LVR < 70%) 4 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Empower Home Loan Fixed (Interest Only),Empower Home Loan Fixed (Interest Only) (LVR 70%-80%) 3 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,36.0,True,False,True,False,True,False,False,True,1,30,False,True,True,False,0
Empower Home Loan Fixed (Interest Only),Empower Home Loan Fixed (Interest Only) (LVR 70%-80%) 2 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,24.0,True,False,True,False,True,False,False,True,1,30,False,True,True,False,0
Empower Home Loan Fixed (Interest Only),Empower Home Loan Fixed (Interest Only) (LVR 70%-80%) 5 Years,Yellow Brick Road,FIXED,100000.0,80.0,70.0,60.0,True,False,True,False,True,False,False,True,1,30,False,True,True,False,0
Empower Home Loan Fixed (Interest Only),Empower Home Loan Fixed (Interest Only) (LVR < 70% LVR) 2 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,24.0,True,False,True,False,True,False,False,True,1,30,False,True,True,False,0
Empower Home Loan Fixed (Interest Only),Empower Home Loan Fixed (Interest Only) (LVR < 70% LVR) 4 Years,Yellow Brick Road,FIXED,100000.0,70.0,0.0,48.0,True,False,True,False,True,False,False,True,1,30,False,True,True,False,0
Empower Home Loan (Principal and Interest),Empower Home Loan (Principal and Interest) (LVR 90%-95%),Yellow Brick Road,VARIABLE,100000.0,95.0,90.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Empower Home Loan (Principal and Interest),Empower Home Loan (Principal and Interest) (LVR 70%-80%),Yellow Brick Road,VARIABLE,100000.0,80.0,70.0,nan,True,False,True,False,True,False,True,False,1,30,True,True,True,False,3
Empower Home Loan (Interest Only),Empower Home Loan (Interest Only) (LVR < 70%),Yellow Brick Road,VARIABLE,100000.0,70.0,0.0,nan,True,False,True,False,True,False,False,True,1,30,False,True,True,False,0
FlexiDiscount Home Loan Fixed,FlexiDiscount Home Loan Fixed 1 Year (LVR 90%-95%),Bank of us,FIXED,20000.0,95.0,90.0,12.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
FlexiDiscount Home Loan Fixed,FlexiDiscount Home Loan Fixed 3 Years (LVR 80%-90%),Bank of us,FIXED,20000.0,90.0,80.0,36.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
FlexiDiscount Home Loan Fixed,FlexiDiscount Home Loan Fixed 1 Year (LVR 80%-90%),Bank of us,FIXED,20000.0,90.0,80.0,12.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
FlexiDiscount Home Loan Fixed,FlexiDiscount Home Loan Fixed 1 Year (LVR < 80%),Bank of us,FIXED,20000.0,80.0,0.0,12.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
FlexiDiscount Home Loan Fixed,FlexiDiscount Home Loan Fixed 3 Years (LVR < 80%),Bank of us,FIXED,20000.0,80.0,0.0,36.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
FlexiDiscount Home Loan,FlexiDiscount Home Loan (LVR 80%-90%),Bank of us,VARIABLE,20000.0,90.0,80.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
FlexiChoice Investment Loan Fixed,FlexiChoice Investment Loan Fixed 3 Years (LVR 80%-90%),Bank of us,FIXED,20000.0,90.0,80.0,36.0,True,True,True,False,False,True,True,True,1,30,True,True,True,False,5
FlexiChoice Investment Loan Fixed,FlexiChoice Investment Loan Fixed 1 Year (LVR 90%-95%),Bank of us,FIXED,20000.0,95.0,90.0,12.0,True,True,True,False,False,True,True,True,1,30,True,True,True,False,5
FlexiChoice Investment Loan Fixed,FlexiChoice Investment Loan Fixed 2 Years (LVR 90%-95%),Bank of us,FIXED,20000.0,95.0,90.0,24.0,True,True,True,False,False,True,True,True,1,30,True,True,True,False,5
FlexiChoice Investment Loan Fixed,FlexiChoice Investment Loan Fixed 1 Year (LVR < 80%),Bank of us,FIXED,20000.0,80.0,0.0,12.0,True,True,True,False,False,True,True,True,1,30,True,True,True,False,5
FlexiChoice Investment Loan Fixed,FlexiChoice Investment Loan Fixed 3 Years (LVR < 80%),Bank of us,FIXED,20000.0,80.0,0.0,36.0,True,True,True,False,False,True,True,True,1,30,True,True,True,False,5
FlexiLine Home Loan,FlexiLine Home Loan,Bank of us,VARIABLE,20000.0,95.0,0.0,nan,False,False,True,False,True,False,True,False,1,30,True,True,True,False,3
FlexiChoice Investment Loan,FlexiChoice Investment Loan (LVR 90%-95%),Bank of us,VARIABLE,20000.0,95.0,90.0,nan,True,True,True,False,False,True,True,True,1,30,True,True,True,False,1
Topline Investment Loan,Topline Investment Loan (LVR 90%-95%),Bank of us,VARIABLE,100000.0,95.0,90.0,nan,False,True,True,False,False,True,True,True,1,30,True,True,True,False,1
Topline Investment Loan,Topline Investment Loan (LVR < 80%),Bank of us,VARIABLE,100000.0,80.0,0.0,nan,False,True,True,False,False,True,True,True,1,30,True,True,True,False,1
Topline Home Loan,Topline Home Loan (LVR 90%-95%),Bank of us,VARIABLE,100000.0,95.0,90.0,nan,False,True,True,False,True,False,True,True,1,30,True,True,True,False,3
Reward Me Home Loan Fixed (Principal and Interest) 1 Year,Reward Me Home Loan Fixed (Principal and Interest) 1 Year (LVR < 90%),Virgin Money,FIXED,0.0,90.0,0.0,12.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Reward Me Home Loan Fixed (Principal and Interest),Reward Me Home Loan Fixed (Principal and Interest) 5 Years (LVR 90%-95%),Virgin Money,FIXED,0.0,95.0,90.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Reward Me Home Loan Fixed (Principal and Interest),Reward Me Home Loan Fixed (Principal and Interest) 3 Years (LVR < 90%),Virgin Money,FIXED,0.0,90.0,0.0,36.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Reward Me Home Loan Fixed (Principal and Interest),Reward Me Home Loan Fixed (Principal and Interest) 5 Years (LVR < 90%),Virgin Money,FIXED,0.0,90.0,0.0,60.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Reward Me Home Loan Fixed (Principal and Interest),Reward Me Home Loan Fixed (Principal and Interest) 4 Years (LVR < 90%),Virgin Money,FIXED,0.0,90.0,0.0,48.0,True,False,True,False,True,False,True,False,1,30,True,True,True,False,2
Reward Me Home Loan (Principal and Interest),"Reward Me Home Loan (Principal and Interest) ($750k+, LVR < 80%)",Virgin Money,VARIABLE,750000.0,80.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Reward Me Home Loan (Principal and Interest),"Reward Me Home Loan (Principal and Interest) ($750k+, LVR 90%-95%)",Virgin Money,VARIABLE,750000.0,95.0,90.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Reward Me Home Loan (Principal and Interest),"Reward Me Home Loan (Principal and Interest) ($500k-$750k, LVR < 80%)",Virgin Money,VARIABLE,500000.0,80.0,0.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Reward Me Home Loan (Principal and Interest),"Reward Me Home Loan (Principal and Interest) ($750k+, LVR 80%-90%)",Virgin Money,VARIABLE,750000.0,90.0,80.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Reward Me Home Loan (Principal and Interest),"Reward Me Home Loan (Principal and Interest) ($75k-$500k, LVR 90%-95%)",Virgin Money,VARIABLE,75000.0,95.0,90.0,nan,True,True,True,False,True,False,True,False,1,30,True,True,True,False,3
Reward Me Investment Loan (Principal and Interest),"Reward Me Investment Loan (Principal and Interest) ($75k-$500k, LVR < 80%)",Virgin Money,VARIABLE,75000.0,80.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Reward Me Investment Loan (Principal and Interest),"Reward Me Investment Loan (Principal and Interest) ($500k-$750k, LVR < 80%)",Virgin Money,VARIABLE,500000.0,80.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Reward Me Investment Loan (Principal and Interest),"Reward Me Investment Loan (Principal and Interest) ($750k+, LVR < 80%)",Virgin Money,VARIABLE,750000.0,80.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Reward Me Investment Loan Fixed (Principal and Interest),Reward Me Investment Loan Fixed (Principal and Interest) 3 Years,Virgin Money,FIXED,750000.0,90.0,0.0,36.0,True,True,True,False,False,True,True,False,1,30,True,True,True,False,5
Reward Me Investment Loan Fixed (Principal and Interest),Reward Me Investment Loan Fixed (Principal and Interest) 2 Years ,Virgin Money,FIXED,750000.0,90.0,0.0,24.0,True,True,True,False,False,True,True,False,1,30,True,True,True,False,5
Investment Loan,Investment Loan,Switzer Home Loans,VARIABLE,200000.0,90.0,0.0,nan,True,True,True,False,False,True,True,False,25,30,True,True,True,False,1
Introductory Investment Loan,Introductory Investment Loan,Northern Inland CU,VARIABLE,20000.0,95.0,0.0,nan,True,True,False,False,False,True,True,True,0,30,True,True,True,False,1
Investment Loan Value Package,Investment Loan Value Package ($750k+),Northern Inland CU,VARIABLE,750000.0,95.0,0.0,nan,True,True,True,False,False,True,True,True,0,30,True,True,True,False,1
Investment Loan Value Package,Investment Loan Value Package ($500k-$750k),Northern Inland CU,VARIABLE,500000.0,95.0,0.0,nan,True,True,True,False,False,True,True,True,0,30,True,True,True,False,1
Smart Investment Loan Fixed,Smart Investment Loan Fixed 1 Year,Northern Inland CU,FIXED,20000.0,95.0,0.0,12.0,True,False,True,False,False,True,True,False,0,30,True,True,True,False,5
Smart Investment Loan Fixed,Smart Investment Loan Fixed 3 Years,Northern Inland CU,FIXED,20000.0,95.0,0.0,36.0,True,False,True,False,False,True,True,False,0,30,True,True,True,False,5
Basic Investment Loan,Basic Investment Loan,Northern Inland CU,VARIABLE,20000.0,95.0,0.0,nan,False,False,True,False,False,True,True,True,0,30,True,True,True,False,1
Dream Value Package Investment Loan (Interest Only),Dream Value Package Investment Loan (Interest Only) (LVR < 80%),Northern Inland CU,VARIABLE,150000.0,80.0,0.0,nan,True,True,True,False,False,True,False,True,0,30,True,True,True,False,1
Dream Value Package Investment Loan (Principal and Interest),Dream Value Package Investment Loan (Principal and Interest) (LVR 80%-90%),Northern Inland CU,VARIABLE,150000.0,90.0,80.0,nan,True,True,True,False,False,True,True,False,0,30,True,True,True,False,1
Home Loan Value Package,Home Loan Value Package ($150k-$350k),Northern Inland CU,VARIABLE,150000.0,95.0,0.0,nan,True,True,True,False,True,False,True,True,0,30,True,True,True,False,3
Home Loan Value Package,Home Loan Value Package ($750k+),Northern Inland CU,VARIABLE,750000.0,95.0,0.0,nan,True,True,True,False,True,False,True,True,0,30,True,True,True,False,3
Smart Home Loan Fixed,Smart Home Loan Fixed 1 Year,Northern Inland CU,FIXED,20000.0,95.0,0.0,12.0,True,False,True,False,True,False,True,False,0,30,True,True,True,False,2
Smart Home Loan,Smart Home Loan,Northern Inland CU,VARIABLE,20000.0,95.0,0.0,nan,True,True,True,False,True,False,True,True,0,30,True,True,True,False,3
Dream Value Package Home Loan (Interest Only),Dream Value Package Home Loan (Interest Only) (LVR < 80%),Northern Inland CU,VARIABLE,150000.0,80.0,0.0,nan,True,True,True,False,True,False,False,True,0,30,True,True,True,False,0
Dream Value Package Home Loan (Principal and Interest),Dream Value Package Home Loan (Principal and Interest) (LVR 80%-90%),Northern Inland CU,VARIABLE,150000.0,90.0,80.0,nan,True,True,True,False,True,False,True,False,0,30,True,True,True,False,3
Premium Investment Loan Fixed (Principal and Interest),Premium Investment Loan Fixed 3 Years (Principal and Interest),Bank Australia,FIXED,10000.0,80.0,0.0,36.0,True,True,True,False,False,True,True,False,1,30,True,True,True,False,5
Premium Investment Loan Fixed (Principal and Interest),Premium Investment Loan Fixed 1 Year (Principal and Interest),Bank Australia,FIXED,10000.0,80.0,0.0,12.0,True,True,True,False,False,True,True,False,1,30,True,True,True,False,5
Premium Investment Loan (Principal and Interest),Premium Investment Loan (Principal and Interest),Bank Australia,VARIABLE,10000.0,80.0,0.0,nan,True,True,True,False,False,True,True,False,1,30,True,True,True,False,1
Premium Home Loan Fixed,Premium Home Loan Fixed 1 Year (LVR < 80%),Bank Australia,FIXED,10000.0,80.0,0.0,12.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Premium Home Loan Fixed,Premium Home Loan Fixed 5 Years (LVR < 80%),Bank Australia,FIXED,10000.0,80.0,0.0,60.0,True,True,True,False,True,False,True,False,1,30,True,True,True,False,2
Package Premium Investment Loan Fixed (Principal and Interest),Package Premium Investment Loan Fixed 5 Years (Principal and Interest),Bank Australia,FIXED,100000.0,80.0,0.0,60.0,True,True,True,False,False,True,True,False,1,30,True,True,True,False,5
